# Citizen Ledger — K-12 schools — COMPLETE LAYER EXPORT
# Source dataset: California Department of Education — SACS unaudited actuals, Current Expense of Education, and LCFF summary data
# Accounting basis: Unaudited actual expenditures as filed under the state's Standardized Account Code Structure (SACS); Current Expense of Education
# Gate tier: GATED TO THE CENT for school districts, against the Department of Education's published Current Expense of Education. County offices and charter schools are RECORDS ONLY — the Department excludes them from its per-pupil statistic and so does the Ledger
# Units: dollars; ADA in average daily attendance
# Measured as: UNAUDITED ACTUAL EXPENDITURES AS FILED UNDER THE STATE'S STANDARDIZED ACCOUNT CODE STRUCTURE (SACS) · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · GATED TO THE CENT FOR SCHOOL DISTRICTS, AGAINST THE DEPARTMENT OF EDUCATION'S PUBLISHED CURRENT EXPENSE OF EDUCATION
# Data generated: 2026-07-25
# Exported: 2026-07-31
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# record_type distinguishes district / county-office / charter. Only district rows enter any per-pupil comparison; do not compute one across record types.
# revenue_tier states the tier of that row's revenue figures, which is NOT the same tier as the expenditure figures beside them.
# Function columns: exp_instruction_usd = Instruction; exp_instrRelated_usd = Instruction-related services; exp_pupilServices_usd = Pupil services; exp_ancillary_usd = Ancillary services; exp_community_usd = Community services; exp_enterprise_usd = Enterprise; exp_genAdmin_usd = General administration; exp_plant_usd = Plant services; exp_otherOutgo_usd = Other outgo
slug,record_type,name,county,district_type,cds,nces,fiscal_year,ada,current_expense_usd,ce_published_usd,revenue_tier,rev_lcffStateAid_usd,rev_propertyTaxes_usd,rev_lcffTransfers_usd,rev_otherState_usd,rev_localOther_usd,rev_federal_usd,exp_instruction_usd,exp_instrRelated_usd,exp_pupilServices_usd,exp_ancillary_usd,exp_community_usd,exp_enterprise_usd,exp_genAdmin_usd,exp_plant_usd,exp_otherOutgo_usd
atascadero-unified,district,Atascadero Unified,San Luis Obispo,Unified,4068700,0603300,2024-25,4025.16,68978266.11,68978266.11,as-filed,12295828,39182934.36,2153405,11477081.68,18054217.62,3206396.59,41060992.75,6148598.92,8218137.81,1043256.98,,,5108187.2,7399092.45,
atwater-elementary,district,Atwater Elementary,Merced,Elementary,2465631,0603420,2016-17,4785.76,44000090.06,44000090.06,as-filed,42788891,3197105.82,,7867136.73,1971210.51,6703371.85,29985243.91,5353685.01,2137244.45,91969.24,,,2362268.63,4069678.82,
atwater-elementary,district,Atwater Elementary,Merced,Elementary,2465631,0603420,2017-18,4851.44,46918401.68,46918401.68,as-filed,44503800,3472953.21,,7445070.67,1964209.24,6696500.85,31925730.7,5360202.61,2230294.48,228899.61,,,2475607.02,4697667.26,
atwater-elementary,district,Atwater Elementary,Merced,Elementary,2465631,0603420,2018-19,4898.67,50373511.13,50373511.13,as-filed,47506567,4274608.93,,7514915.54,2030916.27,7267462.22,33050686.23,6252690.39,3059113.94,260662.98,,,2639780.25,5110577.34,
atwater-elementary,district,Atwater Elementary,Merced,Elementary,2465631,0603420,2019-20,4770.18,52190281.49,52190281.49,as-filed,49350818,3834778.29,,7671855.43,2435597.45,6602610.72,34031608.46,6433088.88,3103247.11,246821.04,,,2769335.67,5606180.33,
atwater-elementary,district,Atwater Elementary,Merced,Elementary,2465631,0603420,2020-21,4770.18,56766629.56,56766629.56,as-filed,47492495,4018063.54,,10587968.93,4131789.78,13448219.5,38559471.7,6302072.93,3028107.39,174156.51,,,3119672.73,5583148.3,
atwater-elementary,district,Atwater Elementary,Merced,Elementary,2465631,0603420,2021-22,4453.62,62935946.98,62935946.98,as-filed,51479382,4374496.35,,21963845.09,1145521.53,11608011.57,42166089.47,6864544.92,4166436.81,397445.03,,,3585379.6,5756051.15,
atwater-elementary,district,Atwater Elementary,Merced,Elementary,2465631,0603420,2022-23,4631.71,71144612.78,71144612.78,as-filed,58559347,4901336.69,,28915788.61,4237446.79,14330496.24,48427063.64,7313450,4829161.51,506555.14,,,3777397.66,6290984.83,
atwater-elementary,district,Atwater Elementary,Merced,Elementary,2465631,0603420,2023-24,4681.12,84652700.87,84652700.87,as-filed,62967377,5227230.13,,14594272.19,8437843.18,16627279.75,55058163.17,8772321.79,7815012.6,699325.95,,,4245736.13,8062141.23,
atwater-elementary,district,Atwater Elementary,Merced,Elementary,2465631,0603420,2024-25,4674.08,95232120.29,95232120.29,as-filed,63409797,5520588.36,,30363422.17,8926539.44,12272588.45,62081349.27,9530370.6,8771518.44,804958.48,,,4642125.94,9401797.56,
auburn-union-elementary,district,Auburn Union Elementary,Placer,Elementary,3166787,0603480,2016-17,1166.07,13611231.8,13611231.8,as-filed,6761241,10191963.21,33252.28,2411611.87,4214082.14,1716581.14,7996673.81,1163057.64,1898783.3,,,,1006915.42,1545801.63,
auburn-union-elementary,district,Auburn Union Elementary,Placer,Elementary,3166787,0603480,2017-18,1110.69,14444818.12,14444818.12,as-filed,6340600,10699070.87,21175.26,1874250.85,4600317.03,1624054.58,8814751.88,1208579.17,2225800.84,,,,955238.95,1240447.28,
auburn-union-elementary,district,Auburn Union Elementary,Placer,Elementary,3166787,0603480,2018-19,1663.77,20119582.34,20119582.34,as-filed,6245754,11289200.84,11288.5,2678467.94,4503306.01,1722934.52,12655174.28,1871418.65,2344065.76,39195.62,,,1370231.08,1839496.95,
auburn-union-elementary,district,Auburn Union Elementary,Placer,Elementary,3166787,0603480,2019-20,1634.89,20369511.48,20369511.48,as-filed,5963214,11778665.13,36631.49,2164763.67,4743875.59,1548673.6,12711469.95,1999231.03,2199532.5,27132.15,,,1696779.16,1735366.69,
auburn-union-elementary,district,Auburn Union Elementary,Placer,Elementary,3166787,0603480,2020-21,1637.07,20256563.17,20256563.17,as-filed,5249925.51,12276402.67,-60304.97,3034294.29,4720766.47,3044398.69,11988676.71,2171326.48,2259980.96,,,,1903226.44,1933352.58,
auburn-union-elementary,district,Auburn Union Elementary,Placer,Elementary,3166787,0603480,2021-22,1370,21998271.62,21998271.62,as-filed,6064509,12572015.59,-10372.44,3337816.14,3504004.82,4133754.38,12915429.44,2296477.08,2436437.62,25014.52,157.72,,2362485.92,1962269.32,
auburn-union-elementary,district,Auburn Union Elementary,Placer,Elementary,3166787,0603480,2022-23,1312.36,22713446.58,22713446.58,as-filed,5234720,13994536,-256148,6854685.52,3128663.23,2990398.08,12870943.19,1966593.94,2491093.58,29195.42,,,2718290.4,2637330.05,
auburn-union-elementary,district,Auburn Union Elementary,Placer,Elementary,3166787,0603480,2023-24,1332.35,23608724.9,23608724.9,as-filed,4468141.28,14437180.5,-296712,3727756.01,4250515.22,2373363.52,13801118.86,2037905.39,2647890.39,8469.14,,,2200838.65,2912502.47,
auburn-union-elementary,district,Auburn Union Elementary,Placer,Elementary,3166787,0603480,2024-25,1257.87,23872897.39,23872897.39,as-filed,4197309.02,14822115.02,-436425,3740933.05,3928736.24,2424466.44,14658165.92,2096641.49,2589541.87,,,,2006609.55,2521938.56,
azusa-unified,district,Azusa Unified,Los Angeles,Unified,1964279,0603600,2016-17,8358.01,108129157.36,108129157.36,as-filed,69762128.92,16318695.13,,15672165.56,18227518.53,13087351.89,69663137.06,13579239.77,8578935.13,482862.46,,,5548611.43,10276371.51,
azusa-unified,district,Azusa Unified,Los Angeles,Unified,1964279,0603600,2017-18,7964.33,107281499.83,107281499.83,as-filed,70264663.13,17508578.28,,13542479.46,21647592.47,12275601.84,68776761.5,13865356.2,8449078.77,536176.4,,,5432293.67,10221833.29,
azusa-unified,district,Azusa Unified,Los Angeles,Unified,1964279,0603600,2018-19,7744.16,110109228.03,110109228.03,as-filed,71648102,17268805.99,,12872556.55,27189325.63,12791160.24,70127829.07,14500863.81,8458928.72,519422.84,,,6053549.65,10448633.94,
azusa-unified,district,Azusa Unified,Los Angeles,Unified,1964279,0603600,2019-20,7318.44,111278822.22,111278822.22,as-filed,72169363,17664993.75,,15633848.03,26705142.67,12539417.16,71295786.47,15536017.73,7983287.31,456044.89,,,5973983.06,10033702.76,
azusa-unified,district,Azusa Unified,Los Angeles,Unified,1964279,0603600,2020-21,7318.44,109113589.29,109113589.29,as-filed,65039428.69,19613069.31,,28567253.92,27105429.43,23217132.58,71502458.09,12665750.93,7383797.01,234590.36,,,6271795.34,11055197.56,
azusa-unified,district,Azusa Unified,Los Angeles,Unified,1964279,0603600,2021-22,6155.04,117908653.5,117908653.5,as-filed,71223521.41,20573560.59,,22059221.95,19482934.37,17523271.69,77894615.96,13211593.87,9469430.12,692715.92,,,6165729.71,10474567.92,
azusa-unified,district,Azusa Unified,Los Angeles,Unified,1964279,0603600,2022-23,6065.61,132742301.84,132742301.84,as-filed,80674831.9,22298064.48,,60526231.88,24039309.88,23389588.12,89121756.29,15025158.79,7957534.32,928878.85,,,7429703.12,12279270.47,
azusa-unified,district,Azusa Unified,Los Angeles,Unified,1964279,0603600,2023-24,5832.77,136435518.32,136435518.32,as-filed,81772643,23768772.96,-493,31250461.27,29814454.33,28542456.71,88884540.41,15427557.53,8251809.52,758884.15,,,7651090.91,15461635.8,
azusa-unified,district,Azusa Unified,Los Angeles,Unified,1964279,0603600,2024-25,5575.81,137665931.86,137665931.86,as-filed,75729337,24364011.3,,29783146.74,35913366.95,21312308.22,86024387.72,16742294.42,9403825.97,721950.76,,,8114445.75,16659027.24,
baker-valley-unified,district,Baker Valley Unified,San Bernardino,Unified,3673858,0603610,2016-17,121.47,2698490.08,2698490.08,as-filed,237649,1807031.37,,291607.47,234614.88,152233.75,1523420.75,194999,156980.79,,,,461514.09,361575.45,
baker-valley-unified,district,Baker Valley Unified,San Bernardino,Unified,3673858,0603610,2017-18,125.64,2418521.21,2418521.21,as-filed,208760,2288392.86,,571926.25,316463.66,151276.47,1270844.16,185527.85,138732.87,,,,429358.76,394057.57,
baker-valley-unified,district,Baker Valley Unified,San Bernardino,Unified,3673858,0603610,2018-19,129.6,2836031.04,2836031.04,as-filed,209724,1941902.3,,325287.65,289774.84,107862,1459340.34,266423.39,158421.1,187.39,,,501135.63,450523.19,
baker-valley-unified,district,Baker Valley Unified,San Bernardino,Unified,3673858,0603610,2019-20,113.73,3051593.16,3051593.16,as-filed,209498,2013461.76,,286917.47,301674.51,172649.78,1544760.26,355276.75,132878.1,,,,619871.87,398806.18,
baker-valley-unified,district,Baker Valley Unified,San Bernardino,Unified,3673858,0603610,2020-21,116.16,3012009.87,3012009.87,as-filed,206204,2123515.77,,399199.16,266552.75,444852.45,1684800.38,305363.49,151295.15,,,,495333.01,375217.84,
baker-valley-unified,district,Baker Valley Unified,San Bernardino,Unified,3673858,0603610,2021-22,119.61,3506181.78,3506181.78,as-filed,207526,2344446.6,,708248.79,214512.92,495825.38,1983209.94,328802.2,150467.92,,,,585425.73,458275.99,
baker-valley-unified,district,Baker Valley Unified,San Bernardino,Unified,3673858,0603610,2022-23,117.67,3666039.93,3666039.93,as-filed,207300,2406752.35,,999216.61,446071.42,352584.1,2025355.21,320634.96,136136.23,,,,711203.05,472710.48,
baker-valley-unified,district,Baker Valley Unified,San Bernardino,Unified,3673858,0603610,2023-24,121.98,4017861.24,4017861.24,as-filed,208210,3447547.5,,697469.74,627334.16,453230.01,2307500.07,397301.66,143596.59,,,,681091.63,488371.29,
baker-valley-unified,district,Baker Valley Unified,San Bernardino,Unified,3673858,0603610,2024-25,113.61,4045239.72,4045239.72,as-filed,208532,3953706.51,0,880927.45,1061504.63,332642.61,2279517.36,435983.72,155248.31,,,,652438.2,522052.13,
bakersfield-city-elementary,district,Bakersfield City Elementary,Kern,Elementary,1563321,0603630,2016-17,28918.82,347380033.82,347380033.82,as-filed,267828560.56,20176251.64,-113005,47999138.15,72211985.16,44868719.61,231032587.46,42724901.17,26444656.35,862958.15,,2582.55,14397216.03,31915132.11,
bakersfield-city-elementary,district,Bakersfield City Elementary,Kern,Elementary,1563321,0603630,2017-18,29181.91,376980658.16,376980658.16,as-filed,275885359.55,23297670.09,-143656,80629823.48,75967572.98,50931057.92,248853809.53,48636068.35,28880314.24,923978.49,,2230.18,16650531.45,33033725.92,
bakersfield-city-elementary,district,Bakersfield City Elementary,Kern,Elementary,1563321,0603630,2018-19,29418.09,411789611.88,411789611.88,as-filed,304426698.92,21498332.17,-124281,75067208.08,82397170.96,57358899.27,269142712.46,51997071.46,34843592.53,1129976.97,,1872.98,17647938.8,37026446.68,
bakersfield-city-elementary,district,Bakersfield City Elementary,Kern,Elementary,1563321,0603630,2019-20,29444.76,399304673.24,399304673.24,as-filed,315830249.74,21454186.75,-108834,63954418.54,84477952.88,49225758.96,249977318.6,56840300.85,36110473.32,860784.38,,1813.56,19217984.86,36295997.67,
bakersfield-city-elementary,district,Bakersfield City Elementary,Kern,Elementary,1563321,0603630,2020-21,29444.76,418587024.53,418587024.53,as-filed,315666182.26,23437743.73,-112376,87435712.11,81679761,91546349.95,277346453.69,53789715.8,32413189.2,36964.14,,3272.72,19999413.39,34998015.59,
bakersfield-city-elementary,district,Bakersfield City Elementary,Kern,Elementary,1563321,0603630,2021-22,25159.27,476565129.5,476565129.5,as-filed,341184283.26,25286923.23,-115863,114437699.55,75915516.3,96423141.62,310592364.92,60659593.56,43405068.51,406534.48,,387.65,20896644.99,40604535.39,
bakersfield-city-elementary,district,Bakersfield City Elementary,Kern,Elementary,1563321,0603630,2022-23,26441.28,522472029.64,522472029.64,as-filed,380729648.89,27113400.34,-148179,224144020.58,92128052.46,107311181.52,339139416.85,61833825.22,51299475.59,948571.95,,10396.15,22743745.39,46496598.49,
bakersfield-city-elementary,district,Bakersfield City Elementary,Kern,Elementary,1563321,0603630,2023-24,26760.44,564949216.52,564949216.52,as-filed,397732264.85,28491591.48,-141581.99,123336688.88,115454411.85,116430624.67,366174792.7,65877013.61,55589662.35,920553.6,,,26781219.16,49605975.1,
bakersfield-city-elementary,district,Bakersfield City Elementary,Kern,Elementary,1563321,0603630,2024-25,26539.68,600809167.45,600809167.45,as-filed,393018477.64,28582981.54,-312432,153264603.84,138692726.79,144736504.66,389369282.6,68566844.88,58980335.54,775493.68,,23952,27291924.54,55801334.21,
baldwin-park-unified,district,Baldwin Park Unified,Los Angeles,Unified,1964287,0603690,2016-17,13107.37,155420558.96,155420558.96,as-filed,128568278,15851240.62,-3836741,18767547.49,19234798.54,32567360.98,101160109.07,21403041.27,9254575.19,,,,7160440.82,16442392.61,
baldwin-park-unified,district,Baldwin Park Unified,Los Angeles,Unified,1964287,0603690,2017-18,12470.45,162058735.35,162058735.35,as-filed,127386996,17894384.88,-4469623,24493464.48,21131130.81,35191892.14,104354346.72,23642392.7,10234657.06,,,,7084676.43,16742662.44,
baldwin-park-unified,district,Baldwin Park Unified,Los Angeles,Unified,1964287,0603690,2018-19,12017.21,166397356.72,166397356.72,as-filed,129381672,17311706.88,-6348298.22,24680186.86,32999750.19,34214734.47,105540764.05,24660912.87,10133235.45,,,,8649353.34,17413091.01,
baldwin-park-unified,district,Baldwin Park Unified,Los Angeles,Unified,1964287,0603690,2019-20,11675.42,167684016.77,167684016.77,as-filed,128428357,17411774.94,-2850112.19,25956364,26103718.06,33614735.63,104790209.24,25245462.79,10098021.65,,,,9530158.39,18020164.61,0.09
baldwin-park-unified,district,Baldwin Park Unified,Los Angeles,Unified,1964287,0603690,2020-21,11675.42,161953220.93,161953220.93,as-filed,121210268,19044817.43,-4944516,23436060.93,30154776.75,58126807.36,102273495.68,22885138.78,8871443.64,,,,9172794.57,18750348.26,
baldwin-park-unified,district,Baldwin Park Unified,Los Angeles,Unified,1964287,0603690,2021-22,9549.86,191639416.04,191639416.04,as-filed,135215844,19552861.03,-3096406,44004137.11,21952535.19,57332559.55,122170804.99,27368065.4,13656836.5,10775.9,20139.53,,8867952.66,19544841.06,
baldwin-park-unified,district,Baldwin Park Unified,Los Angeles,Unified,1964287,0603690,2022-23,9597.21,184383422.64,184383422.64,as-filed,142914271,22151592.78,-1039423,67116714.94,33251482.36,47923478.49,116578749.82,24699747.25,14904698.77,95438.41,180,,7669285.46,20435322.93,
baldwin-park-unified,district,Baldwin Park Unified,Los Angeles,Unified,1964287,0603690,2023-24,9308.33,214980717.92,214980717.92,as-filed,147218063.9,21582441.1,-842187,52151039.87,38955492.44,63688040.04,131582622.45,29893820.33,19446395.5,,2990.24,,11075305.58,22979583.82,
baldwin-park-unified,district,Baldwin Park Unified,Los Angeles,Unified,1964287,0603690,2024-25,8848.62,209243026.8,209243026.8,as-filed,135967422.1,22418884.58,-763877,45211645.78,40799022.87,45327375.99,131493372.88,27868692.24,16299804.4,101300.2,,,10253738.57,23226118.51,
ballard-elementary,district,Ballard Elementary,Santa Barbara,Elementary,4269104,0603720,2016-17,121.62,2128087.61,2128087.61,as-filed,301730,1614502.26,,120250.4,104545.67,35815,1614421.91,186198.4,4804.38,,,,174044.59,148618.33,
ballard-elementary,district,Ballard Elementary,Santa Barbara,Elementary,4269104,0603720,2017-18,124.98,2113902.34,2113902.34,as-filed,302402,1727539.09,,123443.52,100967.72,42599,1583540.4,194459.99,,,,,176484.31,159417.64,
ballard-elementary,district,Ballard Elementary,Santa Barbara,Elementary,4269104,0603720,2018-19,128.1,2298277.8,2298277.8,as-filed,303002,1736088.33,,217519.68,123926.28,40276,1720981.62,217214.14,,,,,182765.6,177316.44,
ballard-elementary,district,Ballard Elementary,Santa Barbara,Elementary,4269104,0603720,2019-20,138.02,2197815.18,2197815.18,as-filed,279260,1817684.81,,157073.05,104562.16,46430,1609970.31,204400.52,,,,,201643.43,181800.92,
ballard-elementary,district,Ballard Elementary,Santa Barbara,Elementary,4269104,0603720,2020-21,138.02,2225394.14,2225394.14,as-filed,260146,1870828.79,,125495.78,39149.71,68189,1559061.09,217827.89,,,,,226414.2,222090.96,
ballard-elementary,district,Ballard Elementary,Santa Barbara,Elementary,4269104,0603720,2021-22,120.54,2332602.05,2332602.05,as-filed,305024,1987216.45,,171843.66,74104.63,171375.99,1637828.24,259202.76,2102.94,,,,239816.77,193651.34,
ballard-elementary,district,Ballard Elementary,Santa Barbara,Elementary,4269104,0603720,2022-23,117.9,2611186.53,2611186.53,as-filed,304122,2142717.26,,256297.47,80536.36,87925.03,1775731.53,363778.23,,,,,254385.06,217291.71,
ballard-elementary,district,Ballard Elementary,Santa Barbara,Elementary,4269104,0603720,2023-24,100.39,2671268.17,2671268.17,as-filed,302792,2246591.6,,340626.26,194865.73,20712,1842447.99,349778.4,,,,,247981.3,231060.48,
ballard-elementary,district,Ballard Elementary,Santa Barbara,Elementary,4269104,0603720,2024-25,108.19,2796275.77,2796275.77,as-filed,280753,2388016.31,,218568.07,198863.16,28845,2034204.89,261942.66,,,,,263603.88,236524.34,
ballico-cressey-elementary,district,Ballico-Cressey Elementary,Merced,Elementary,2465649,0603750,2016-17,368.2,4092843.72,4092843.72,as-filed,2140684,1246676.6,,533890.21,578172.75,410167.64,2827755.28,388929.07,116613.22,22233.28,,,321492.7,415820.17,
ballico-cressey-elementary,district,Ballico-Cressey Elementary,Merced,Elementary,2465649,0603750,2017-18,364.16,4018524.01,4018524.01,as-filed,2038567,1360061.05,,429672.66,292456.5,423735,2794271.91,371731.33,138206.13,29166.11,,,276972.54,408175.99,
ballico-cressey-elementary,district,Ballico-Cressey Elementary,Merced,Elementary,2465649,0603750,2018-19,45.92,1112797.49,1112797.49,as-filed,2869929,1440454.96,0,578010.34,356091.86,425244.83,701188.13,188575.05,125505.24,2733.01,,,71908.33,22887.73,
ballico-cressey-elementary,district,Ballico-Cressey Elementary,Merced,Elementary,2465649,0603750,2019-20,45.17,1078666.81,1078666.81,as-filed,3005044,1498041.55,0,409198.4,289567.46,391788.97,573936.87,229807.05,131747.18,893.14,,,102597.35,39685.22,
ballico-cressey-elementary,district,Ballico-Cressey Elementary,Merced,Elementary,2465649,0603750,2020-21,45.17,1437499.05,1437499.05,as-filed,2905051,1533893.61,0,554061.65,325612.13,997992.99,769368.44,288907.84,83075.74,605.71,75702.53,,152970.6,66868.19,
ballico-cressey-elementary,district,Ballico-Cressey Elementary,Merced,Elementary,2465649,0603750,2021-22,42.53,1559877.71,1559877.71,as-filed,2900365,1629752.17,-8287,774309.24,302253.18,828077.98,836354.48,328444.43,143841.97,342.91,14318.57,,168897.81,67677.54,
ballico-cressey-elementary,district,Ballico-Cressey Elementary,Merced,Elementary,2465649,0603750,2022-23,46.94,1555955.64,1555955.64,as-filed,2949936,1742437.6,-1842,6834446.34,476136.62,806350.95,832840.66,305648.13,106507.3,,67779.88,,189653.9,53525.77,
ballico-cressey-elementary,district,Ballico-Cressey Elementary,Merced,Elementary,2465649,0603750,2023-24,51.1,1688804.76,1688804.76,as-filed,3263398,1746154.25,0,5333504.99,1611117.29,1030669.28,958126.36,305625.37,112265.03,,27266.71,,190727.58,94793.71,
ballico-cressey-elementary,district,Ballico-Cressey Elementary,Merced,Elementary,2465649,0603750,2024-25,42.15,1684131.78,1684131.78,as-filed,3034297,1886009.48,0,4608535.87,707566.74,657500.67,912819.97,338026.41,110422.71,,18665.62,,198562.26,105634.81,
bangor-union-elementary,district,Bangor Union Elementary,Butte,Elementary,0461382,0603780,2016-17,80.6,1126798.11,1126798.11,as-filed,683271,290186.26,,271144.58,17646.23,101843.62,607640.96,118885.2,39278.54,77365.03,,,164938.27,118690.11,
bangor-union-elementary,district,Bangor Union Elementary,Butte,Elementary,0461382,0603780,2017-18,74.97,1171870.52,1171870.52,as-filed,527587,293135.29,,236641.06,181912.51,105718.57,554541.47,132440.82,35754.08,100162.91,,,80364.59,268606.65,
bangor-union-elementary,district,Bangor Union Elementary,Butte,Elementary,0461382,0603780,2018-19,100.54,1327313.08,1327313.08,as-filed,721565,279960.34,,249869.03,348061.41,135003.71,612043.86,158638.15,46191.18,77798.23,,,112010.67,320630.99,
bangor-union-elementary,district,Bangor Union Elementary,Butte,Elementary,0461382,0603780,2019-20,98.17,1307790.95,1307790.95,as-filed,741412,295660.9,,188453.72,82072.01,192756.99,766454.01,155311.82,56745.71,76027.23,,,126099.18,127153,
bangor-union-elementary,district,Bangor Union Elementary,Butte,Elementary,0461382,0603780,2020-21,98.17,1341422.82,1341422.82,as-filed,726930,309795.63,,248842.57,78044.14,297091.88,825140.35,161155.9,10633.36,76651.33,,,121857.35,145984.53,
bangor-union-elementary,district,Bangor Union Elementary,Butte,Elementary,0461382,0603780,2021-22,81.7,1461360.25,1461360.25,as-filed,747573,342484.97,,354858.47,142478.43,332791.15,791559.26,211730.85,33739.41,91265.36,,,154671.59,178393.78,
bangor-union-elementary,district,Bangor Union Elementary,Butte,Elementary,0461382,0603780,2022-23,65.78,1568768.49,1568768.49,as-filed,922231,383338.65,-2609,686455.79,187999.66,238024.64,777769.58,206192.46,81261.56,105905.2,,,170370.59,227269.1,
bangor-union-elementary,district,Bangor Union Elementary,Butte,Elementary,0461382,0603780,2023-24,77.12,1817856.58,1817856.58,as-filed,888041,393488.16,-16073,334970.89,184250.23,475447.44,964543.53,236946.83,68720.28,97219.89,,,192959.82,257466.23,
bangor-union-elementary,district,Bangor Union Elementary,Butte,Elementary,0461382,0603780,2024-25,82.99,1910708.63,1910708.63,as-filed,1030049,409798.91,-18882,502734.65,247414.94,260450.87,981068.68,225543.45,99823.29,102673.65,,,252936.59,248662.97,
banning-unified,district,Banning Unified,Riverside,Unified,3366985,0603840,2016-17,4241.71,52591799.39,52591799.39,as-filed,35330157,8027060.49,-4482,5260730.34,6581457.53,6609574.85,31767064.98,4126632.59,5135426.93,204676.73,489216.78,,4181003.34,6687778.04,
banning-unified,district,Banning Unified,Riverside,Unified,3366985,0603840,2017-18,4226.19,54654398.84,54654398.84,as-filed,36229020,8429545.96,-1647,6432117.87,9159427.82,7383698.97,32565892.91,4204963.1,5513456.18,295067.03,549194.38,,4583394.9,6942430.34,
banning-unified,district,Banning Unified,Riverside,Unified,3366985,0603840,2018-19,4244.92,57967453.27,57967453.27,as-filed,39180856,8964721.49,-10885,9013690.43,9225863.93,7312634.01,34041832.98,5005642.89,6171844.2,482902.86,544417.15,,4548133.43,7172679.76,
banning-unified,district,Banning Unified,Riverside,Unified,3366985,0603840,2019-20,4274.55,61023549.14,61023549.14,as-filed,40573446,9461185.82,-7078,9487823.55,10033506.67,6478928.36,36314803.05,5056064.76,6555608.55,370868.37,575999.19,,5248435.31,6901769.91,
banning-unified,district,Banning Unified,Riverside,Unified,3366985,0603840,2020-21,4274.55,63083003.11,63083003.11,as-filed,40418822,10115428.21,-12600,10933616.69,10657984.01,15291455.36,37365197.21,4904084.23,6137850.09,115041.9,572520.33,,6448975.84,7518564.11,20769.4
banning-unified,district,Banning Unified,Riverside,Unified,3366985,0603840,2021-22,3770.19,73255037.74,73255037.74,as-filed,45086301,10405941.82,-8540,11990179.74,10149051.62,21328418.36,43595200.89,6808739.45,8150914.98,537287.42,726623,,4998963.73,8371903.55,65404.72
banning-unified,district,Banning Unified,Riverside,Unified,3366985,0603840,2022-23,3933.79,76488949.11,76488949.11,as-filed,50711524,11826423.33,-33617,21347311.96,12818071.73,13471307.08,46551999.66,6825201.9,8851879.29,637346.16,,,4666983.96,8955538.14,
banning-unified,district,Banning Unified,Riverside,Unified,3366985,0603840,2023-24,3926.1,86203219.94,86203219.94,as-filed,51523526,14302179.46,-63509,19672082.99,17516112.8,14180237.81,54026816.58,7999474.05,8596916.45,846773.09,,,5338886.62,9394353.15,
banning-unified,district,Banning Unified,Riverside,Unified,3366985,0603840,2024-25,3927.03,84157020.54,84157020.54,as-filed,49566392,15086800.6,-68249,18575864.74,20730334.35,7219900.07,50204294.77,8823829.83,8261599.56,843834.89,,,5633926,10389535.49,
banta-elementary,district,Banta Elementary,San Joaquin,Elementary,3968486,0603870,2016-17,345.71,4293444.54,4293444.54,as-filed,2889119,1095882.96,-808548,298261.63,3041286.07,716307.19,2526550.07,391106.25,251966.31,,,,772665.22,351156.69,
banta-elementary,district,Banta Elementary,San Joaquin,Elementary,3968486,0603870,2017-18,349.94,4322580.88,4322580.88,as-filed,3005629,1299812.53,-987643,311080.84,2784631.43,711391.97,2717927.44,406691.09,293740.3,,,,609626.3,294595.75,
banta-elementary,district,Banta Elementary,San Joaquin,Elementary,3968486,0603870,2018-19,314.22,4771983.93,4771983.93,as-filed,3267661,1527314.44,-1200085,677737.86,9495125.02,688882.8,2691249.53,445048.32,326526.62,,,,955849.63,353309.83,
banta-elementary,district,Banta Elementary,San Joaquin,Elementary,3968486,0603870,2019-20,296.66,4785541.38,4785541.38,as-filed,3021073,1940340.35,-1587771,444062.42,3138224.53,801421.11,2319724.39,604712.28,333992.18,1746.65,,,975733.8,549132.08,500
banta-elementary,district,Banta Elementary,San Joaquin,Elementary,3968486,0603870,2020-21,296.66,4505581.94,4505581.94,as-filed,3008752,2408651.32,-2002544,724236.88,3028867.21,1641620.16,2056912.86,491349.57,435970.65,2937.89,2757.96,,934665.8,580987.21,
banta-unified,district,Banta Unified,San Joaquin,Unified,3977388,0602571,2021-22,204.57,4825764.88,4825764.88,as-filed,3728538,3027444.91,-2484026,680539.06,5786803.24,1670363.5,2088902.08,625357.17,625006.22,1216.5,,,994770.8,490512.11,
banta-unified,district,Banta Unified,San Joaquin,Unified,3977388,0602571,2022-23,181.97,5701563.12,5701563.12,as-filed,3788823.17,5896536.05,-5095162,3169839.82,4004823.17,1472282.08,2686013.15,813395.04,517346.02,14731.17,,,1106190.65,563887.09,
